email,booth,website,bio,fax,phone,name,address 
yaojl@huatex.com,Booth no.:  5.1K31,http://www.huatex.com,"Upholstery Fabrics, Wall covering products",(86) 0571 82869321,(86) 0571 83872223,"Huatex International(Hangzhou)Co.,Ltd.","#89 GAOXIN NO.8 RD., XIAOSHAN ECONOMIC & "
stellan@stellan.is,Booth no.:  4.1C06,http://www.stellan.is,"Bedding & Towelling, Bedding products (bed linen, blanket, bedspread), Materials of bedding (fabrics, yarns etc)",,  354 661 1600,Iceland Duvet ehf,"Storhofdi 17, 110, Iceland"
Helen@hzidealtextile.com,Booth no.:  6.1H42,,Upholstery Fabrics,(86) 0571 86187306,(86) 0571 86187306,Idealchinaltd,"Room 1019Leien International BuildingDonggang RoadLinping TownHangzhou City, Zhejiang Province, "
info@letselevate.com; impactweavers@hotmail.com.cn,Booth no.:  4.1B50,http://www.impactweavers.com.cn,"Bedding & Towelling, Cushion, Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Upholstery leather & Soft decoration, Textile for Household Products, Wall covering products",  852 3679 3938 / 86 757 8189 2910,  852 3679 3938 / 86 757 8189 2902,Impact Partner Consulting Co Ltd,"2/F, 25 Pan Hoi Street, Quarry Bay Hong Kong, China"
2889104044@qq.com,Booth no.:  5.2C07,,Upholstery Fabrics,(86) 0573 87993499,(86) 0573 87993495,Jaimeu00a0Internationalu00a0(Zhejiang)Textileu00a0Industries,"NO.10 Jingxu Road, Xuxiang Industrial Estate,XucunTown,Haining, Zhejiang,China"
jasonite@163.com,Booth no.:  5.1F06,,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",  86 10 8787 1066,  86 138 0117 7710,Jasonite (Beijing) Continental Co Ltd,"No 10 Xiluo Yuannanli, Yangqiao, Nan Sanhuanlu, Fengtai District, Beijing 100068, China"
barry@jaspa.net.au,Booth no.:  4.1A23,http://jaspa.net.au,"Bedding & Towelling, Materials of bedding (fabrics, yarns etc), Other home textile products, Machinery for Home Textile (Digital printing, sewing machine), Textiles for hospitality industry",(61) 3 9720 9010,(61) 3 9720 9090,Jaspa Herington Pty Ltd,"116 Bayfield Rd East, Bayswater North, Victoria 3153, Australia"
NISHA@FREETEX.CN,Booth no.:  6.2M15,http://www.richleather.com.cn,"Upholstery Fabrics, Upholstery leather & Soft decoration",(86) 021 64706235,(86) 021 32098522,"Jiashan Rich Upholstery Textile Co.,Ltd","No.98,Ningxing RD.,Industry Area of Tianning Town,"
china_jwq@qq.com,Booth no.:  6.2M09,http://www.weiernichina.com,"Upholstery Fabrics, Upholstery leather & Soft decoration",(86) 0573 84911153,(86) 0573 84911108,"Jiashan Weierni Flock Co.,Ltd","No.51 NingXing Road TianNing Industrial Park,JiaShan County,JiaXing City"
1132430293@qq.com,Booth no.:  4.1H26,,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",(86) 756 865 7705,(86) 756 865 7795,Hong Kong (Zhuhai) Choy's Trading Company,"Block 19, Yinsha Plaza, No.168 Xinhua Rd, Xiangzhou District, Zhuhai, Guangdong, China"
23533949@QQ.COM,Booth no.:  3N18,,Accessories,(86) 0752 2830865,(86) 0752 2830585,Huizhou Junpeng Industry Cord Co. Ltd,"The South street No 223,Dashulin Xiaojinkou town, Huizhou City"
contact@huntoll.hu,Booth no.:  4.1B24,http://www.huntoll.hu,"Bedding & Towelling, Bedding products (bed linen, blanket, bedspread), Materials of bedding (fabrics, yarns etc), Other home textile products, Machinery for Home Textile (Digital printing, sewing machine), Textiles for hospitality industry",(36)  68 381 614,(36)  30 362 3871,Hungaria Down Ltd,"Vasarhelyi U 35, Mezokovacshaza 5800, Hungary"
389581482qq.com,Booth no.:  3A83,,Accessories,(86) 0754 87220843,(86) 0754 87220842,"In The Longhu District Of Shantou, The Sales Department Of Rayleigh Jewelry","No.57 hengshan road, longhu district, shantou city, guangdong province"
,Booth no.:  4.1B79,,,,,Innovd (Shanghai) Industry Co Ltd,"Rm 1901, Bldg 2, No 399 Baota Rd, Jiading Dist, Shanghai, China"
marklee@e-insung.com,Booth no.:  4.1H44,http://www.e-insung.com,"Bedding & Towelling, Materials of bedding (fabrics, yarns etc), Terry & toweling products & bath mats, Cushion, Textile for Household Products, Carpet & Rugs",(82) 2 454 1965,(82) 2 454 1669,Insung Hitech Co Ltd,"627 Achasan-ro, Gwangjin-gu, Seoul 04967, Korea"
export03@homatex.com,Booth no.:  6.1G42,,Upholstery Fabrics,(86) 0571 87242211,(86) 0571 8649 9723 ,Jasper Corp.  ,"20/F, CBC Bldg 4, 101 Wanyue Street, Yuhang, Hangzhou,China"
ZJM@JIABAOFZ.COM,Booth no.:  5.2M17,,Upholstery Fabrics,(86) 0573 87999295,(86) 0573 87552315-8007,"Jia Bao Textile Co.,Ltd.",NO.28 SCIEN PARK XUCUN TOWN
michealfst@163.com,Booth no.:  3A56,http://www.first-tex.com,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",(86) 0512 63735158,(86) 0512 63733158,"Jiangsu First Home Textile Co.,Ltd",area east industry Qidu Wujiang  Jiangsu province
821082925@qq.com,Booth no.:  6.2P73,http://www.jxhytex.com,"Bedding products (bed linen, blanket, bedspread), Upholstery Fabrics",(86) 0573 87898068,(86) 0573 87686368,Jiaxing City Huayang Textile Dyeing And Finishing Co.Ltd.,"No.683,Shuanglong road,Xinfeng Industrial Zone,Nanhu District, Jiaxing city,Zhejiang Province"
steven1976@126.com,Booth no.:  3C29,,Upholstery Fabrics,(86) 0573 2791928,(86) 0573 82791888,Jiaxing Fuda Warp Knitting Factory,"No.68 Xingzhen Road,xingchen Town Jiaxing.zhejiang"
cynthia@jxfushengda.com,Booth no.:  6.2J96,,Upholstery Fabrics,(86) 0573 83360696,(86) 0573 83360878,"Jiaxing Fushengda Dyeing And Finishing Co., Ltd","Honghe Industrial Park,Jiaxing City,Zhejiang Province,China"
15957278463@163.com,Booth no.:  3Q28,,"Bedding products (bed linen, blanket, bedspread), Upholstery Fabrics",(86) 0572 6535398,(86) 0572 6506555,"Huzhou Cheerson Textile Printing & Dyeing Co.,Ltd","light textile industry zone jiapu town changxing city,zhejiang province"
skye@leather-hl.com,Booth no.:  6.2M10,http://www.leather-hl.com,"Upholstery Fabrics, Upholstery leather & Soft decoration",(86) 0571 8219529,(86) 0571 88850687,"Huzhou Fengrun Leather Co., Ltd","XINSHI TOWN, DEQING, ZHEJIANG,CHINA"
PETER@JWL-FABRICS.COM,Booth no.:  5.2K86,,Upholstery Fabrics,(86)  52126257,(86)  15021455430,"J W L Textile Co.,Ltd.","ROOM#2205,NO.1,LANE 388, ZHONGJIANG RD,SHANGHAI"
13736823666@163.com,Booth no.:  4.1B05,,"Bedding & Towelling, Bedding products (bed linen, blanket, bedspread)",(86) 0573 88869655,(86)  13736823666,"Jiaxing Huabo Silk Blanket Co,.Ltd","NO.1BUILDING,TEXTILE INDUSTRIAL PARK,TUDIAN TOWN,TONGXIANG CITY ,"
yanayan2008@aliyun.com,Booth no.:  6.2P60,,Upholstery Fabrics,(86) 0573 83629821,(86) 0573 83626028,"Jiaxing Jicheng Textile Co., Ltd.","puguang village,yuxin town,nanhu distriot,jiaxing,zhejiang,"
1317035298@qq.com,Booth no.:  5.2F90,,Upholstery Fabrics,(86) 0573 87563929,(86) 0573 87588929,Miao Bu Keyan.Daranfang,"Haining XuCun Town B129 1 bridge international trade center building, seven"
jshen@morganfabrics.com,Booth no.:  4.1C94,http://www.morganfabrics.com,,(86) 21 6225 0678,(86) 21 6240 0055 ext. 635,Michael Jon Designs - A Division of Morgan Fabrics,"Unit 18, 9/F, Baoqing Mansion, No 21, Baoqing Rd, Xuhui District, Shanghai 200031, China"
casimiro.lemos@luzmont.pt,Booth no.:  4.1C18,http://www.lasanet.pt,"Bedding & Towelling, Materials of bedding (fabrics, yarns etc), Terry & toweling products & bath mats, Upholstery Fabrics, Sun Protection Systems & Accessories, Textile for smart home, Textile for Household Products, Table & kitchen linens, Other home textile products, Textiles for hospitality industry",(351) 253 567 000,(351) 253 560 700,Miguel Antunes Fernandes Unipessoal Lda - Lasa,"Praca do Municipio 553 - Bloco 1-5 Recuado, Vizela 4815 013, Portugal"
admin@myjjf.com,Booth no.:  6.2T48,,Upholstery Fabrics,(86) 0573 87565055,(86) 0573 87565322,Ming Yiju Textlie,Haining market XuCun Town industrial park road no. 53
xiayan211@hotmail.com,Booth no.:  6.2M75,,Upholstery Fabrics,(86) 0573 88611015,(86) 0573 88611015,"Jiaxing Tiffany Textile Co.,Ltd","Add:No.Modern Square,ChangshengnanRoad,Jiaxing,Zhejiang,China."
a.zunta@msitaly.com,Booth no.:  4.1F91,http://www.msitaly.com,"Other home textile products, Machinery for Home Textile (Digital printing, sewing machine)",(86) 21 6163 3598,(86) 21 6081 2888,MSu00a0Printing Solutions Srl,"Via Bergamo 1910, Caronno Pertusella (VA), 21042, Italy"
kfta@kofta.or.kr,Booth no.:  4.1H52,http://www.kofta.or.kr,,(82) 2 454 1965,(82) 2 576 7248,Korea Fashion Textile Association,"301, Woosung Livingtel, 27, Eonju-Ro 30-Gil, Gangnam-Gu, Seoul, Korea"
516566550@qq.com,Booth no.:  6.2M05,,"Upholstery Fabrics, Upholstery leather & Soft decoration",(86) 0578 2866952,(86) 0578 2866953,"Lishui Yunkang Leather Co., Ltd.","NO. 329, LVGU AVENUE, SHUIGE INDUSTRIAL PARK, LISHUI CITY,ZHEJIANG, CHINA"
info@mink.com.tr,Booth no.:  4.1G67,http://www.mink.com.tr,Upholstery leather & Soft decoration,(90) 332 239 0730,(90) 332 239 0606,Mink Textile,"Konya Organize Sanayi Bolgesi, Ihsan Dede Cad No 3, Konya 42250, Turkey"
miria@foxmail.com,Booth no.:  6.2J13,http://buyuan13.1688.com,Upholstery Fabrics,(86)  85832300,(86)  8003,Miria Woven Ma,6#Huafa Road Yongkou Village Houjie Town Dongguan 
,Booth no.:  4.1F05,http://www.mksons.com,"Bedding & Towelling, Bedding products (bed linen, blanket, bedspread), Materials of bedding (fabrics, yarns etc), Textile for Household Products, Table & kitchen linens, Textiles for hospitality industry",(92) 41 242 8573,(92) 41 242 8551-574,MK Sons Pvt Ltd,"2 KM, Jaranwala Rd, Khurrianwala, Faisalabad 38000, Pakistan"
2459124825@qq.com,Booth no.:  6.2T63,,Upholstery Fabrics,(86) 0573 87556672,(86) 0573 87556672,Jinqilin Department Of Textile Business ,"1st Floor, No. 97 haining home textile city"
905689972@qq.com,Booth no.:  6.2M02,,"Upholstery Fabrics, Upholstery leather & Soft decoration",(86)  86573218,(86)  15157307699,Jinzhoujuhe,newly added districtHaiyan County
jjyffz@126.com,Booth no.:  4.1A04,http://www.jxyffz.com,"Bedding & Towelling, Bedding products (bed linen, blanket, bedspread)",(86) 0792 6893955,(86) 0792 6893792,"Jiujiang Yarnfan Textile Co., Ltd","No.1 Lushan East Road,Shacheng Industrial Zone, "
info@chenhaolee.tsdr.org,Booth no.:  4.1B33,,"Upholstery Fabrics, Upholstery leather & Soft decoration, Other home textile products, Machinery for Home Textile (Digital printing, sewing machine), Design Artwork, Testing & Certification",,  49 151 2078 3596,MUCHAO design studio,"Veilchenweg 6, Kirchheim D-85551, Germany"
marta.santos@mundotextil.pt,Booth no.:  4.1F10,http://www.mundotextil.pt,"Bedding & Towelling, Materials of bedding (fabrics, yarns etc), Terry & toweling products & bath mats",(351) 253 484 000,(351) 253 489 420,Mundotextil Industrias Texteis SA,"Rua da Saudade, 280-400 S. Joao, Vizela 4815-413, Portugal"
icyang@kotra.or.kr,Booth no.:  4.1H52,http://www.kotra.or.kr,,(86) 21 6219 6015,(86) 21 5108 8771,Kotra Shanghai KBC,"Rm 3110, Shanghai Maxdo Center, No 8 Xingyi Rd, Shanghai 20036, China"
kcalik@kcalik.com,Booth no.:  4.1F56,http://www.kucukcalik.com.tr,"Bedding & Towelling, Materials of bedding (fabrics, yarns etc), Cushion, Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Textile for Household Products, Table & kitchen linens",(90) 224 714 8255,(90) 224 714 8085,Kucukcalik Tekstil San Tic A S,"Organize Sanayi Bolgesi 1 , Cadde Sonu Inegol, Bursa 16400, Turkey"
51691980@163.com,Booth no.:  4.1C95,http://smyhc.cn,,  86 512 3669 3568,  86 21 5169 8018/ 86 180 1322 9021,Kunshan Caidu Digital Printing Co Ltd,"No 58, Qianan Rd, Dianshanhu Town, Kunshan, Jiangsu 215345, China"
louchamtextile@gmail.com,Booth no.:  4.1F79,,"Upholstery Fabrics, Upholstery leather & Soft decoration",(212) 522 70 1933,(212) 522 51 1146 / 51 1147,Loucham,"Z I Tit Mellil Lot N 115/116, Casablanca 29640, Morocco"
info@lukskadife.com.tr,Booth no.:  4.1F68,http://www.lukskadife.com.tr,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Upholstery leather & Soft decoration, Sun Protection Systems & Accessories, Textile for smart home, Other home textile products, Machinery for Home Textile (Digital printing, sewing machine), Design Artwork, Testing & Certification, Textiles for hospitality industry",(90) 352 321 4067,(90) 352 321 4061,Luks Kadife Tic Ve San A S,"OSB 18, Cadde No 30, Melikgazi, Kayseri 38070, Turkey"
info@marocexport.gov.ma,Booth no.:  4.1C41,http://www.marocexport.gov.ma,,(212) 522 302 210,(212) 522 302 210,Maroc Export,"5, Rue Sidi Balyout, Casablanca 20000, Morocco"
sales@modeinfo.com,Booth no.:  4.1A35,http://www.modeinfo.com,"Other home textile products, Publication",(49) 2206 6007-90,(49) 2206 6007-770,modeu2026information GmbH,"Pilgerstr 20, Overath 51491, Germany"
info@mohanspintex.com,Booth no.:  4.1A29,http://www.mohanspintex.com,"Bedding & Towelling, Bedding products (bed linen, blanket, bedspread), Materials of bedding (fabrics, yarns etc), Textiles for hospitality industry",(91) 866 246 6166,(91) 866 246 6266,Mohan Spintex India Ltd,"#48-12-17, Eluru Rd, Gunadala, Vijayawada, Andhra Pradesh 520004, India"
h.cheung@morphrow.cn,Booth no.:  5.1K01,,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Upholstery leather & Soft decoration, Wall covering products, Sun Protection Systems & Accessories, Sun protection systems (sunshade, roman, venetian blind), Sun protection accessories (curtain track, rod & motor), Textile for smart home, Textile for Household Products, Wall covering products, Carpet & Rugs, Other home textile products, Textiles for hospitality industry",(86) 571 8916 6095,(86) 571 8916 6096,Morphrow,"Yongan Dasha 1504, Hangzhou, Zhejiang 311100, China"
gabriel_jofabrics@126.com,Booth no.:  6.2A59,,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",(86)  88937887,(86)  13926890891,Jo Textile Company Limited,"DAYANGLI, XINAN VILLAGE, DAMA, TONGXIANG CITY, CHINA"
joey@aussieorigin.com.au,Booth no.:  4.1A25,http://www.tontine.com.au,"Bedding & Towelling, Bedding products (bed linen, blanket, bedspread), Materials of bedding (fabrics, yarns etc)",,  61 450 963 573,John Cotton Australia Pty Ltd Trading As Tontine,"144-168 National Boulevard, Campbellfield 3061, Australia"
joseph@josephfabric.com,Booth no.:  6.2J86,,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",(86) 0512 63538163,(86) 0512 63538162,Joseph Fabrics,ROOM 1201 BLDG C LAKE GARDEN SHENGZE TOWN WUJIANG CITY JIANGSU CHINA
84408886@163.com,Booth no.:  3N23,http://www.4design.cn,Accessories,(86) 025 84650465,(86) 025 84408886,"Nanjing 4Design Software Co.,Ltd.","32th floor no,110 jiangdongzhong road,nanjing,china"
huangbeibei@meihuafeather.com,Booth no.:  4.1C11,http://www.meihuafeather.com,"Bedding & Towelling, Bedding products (bed linen, blanket, bedspread), Materials of bedding (fabrics, yarns etc), Terry & toweling products & bath mats",(86) 25 8464 9551,(86) 25 8464 9299,Nanjing Meihua Textile Co Ltd,"12th Floor, No 459 Longpan Middle Rd, Qinhuai District, Nanjing 210001, China"
sales@nanocis.co.kr,Booth no.:  4.1H42,http://www.nanocis.com,"Bedding & Towelling, Materials of bedding (fabrics, yarns etc), Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",(82) 31 857 4713,(82) 31 857 4714,Nanocis Co Ltd,"#77-27, Gumjun-Gil, Nam-Myeon, Yangju-Si 11410, Korea"
info@cnxiefu.com,Booth no.:  6.2J09,http://www.cnxiefu.com/,"Upholstery Fabrics, Upholstery leather & Soft decoration",(86) 0512 57509063,(86) 0512 57509047,"Kunshan Xiefu New Material Co.,Ltd","111 Dayuhe Road,kunshan,jiangsu,china"
marketing@libolon.com,Booth no.:  4.1C77,http://www.libolon.com,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",(886) 2 2100 2688,(886) 2 2100 1188,Lealea Enterprise Co Ltd,"11F, No 162, Sung Chiang Rd, Taipei 10459, Taiwan, China"
lee.studio@hotmail.com,Booth no.:  4.1A28,http://www.leedesignstudio.kr,"Other home textile products, Machinery for Home Textile (Digital printing, sewing machine), Design Artwork, Testing & Certification",(82)  2 6008 4870,(82)  70 7500 5892,Lee Design Studio,"Rm 302, Seongbuk Bldg 261, Samsun-dong 5ga, Seongbuk-gu, Seoul 02862, Korea"
aoki@maru-hometex.co.jp,Booth no.:  4.1A22,http://www.maru-hometex.co.jp,"Bedding & Towelling, Bedding products (bed linen, blanket, bedspread), Materials of bedding (fabrics, yarns etc), Upholstery Fabrics, Upholstery leather & Soft decoration, Other home textile products, Textiles for hospitality industry",(81) 6 4705 7476,(81) 6 4705 7472,Maru Home Textile Co Ltd,"3-2-6, Bingomachi, Chuo-ku, Osaka 541-0051, Japan"
dannyso@masterresource.com.hk,Booth no.:  4.1F16,http://www.masterresource.com.hk/,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Upholstery leather & Soft decoration, Textile for Household Products, Wall covering products, Decorative lightings, room fragrances",(852)  3105 3050,(852)  3105 3060,Master Resource Ltd,"1/F, Winsan Tower, 98 Thomson Rd, Wan Chai, Hong Kong, China"
s-setsu@feather-proof.jp,Booth no.:  4.1B21,,"Bedding & Towelling, Bedding products (bed linen, blanket, bedspread), Materials of bedding (fabrics, yarns etc), Upholstery Fabrics, Upholstery leather & Soft decoration",(81) 6 6226 1808,(81) 6 6226 1800,Kageyama & Co Ltd,"The Textile Exporters House, 7/F, 3-4-9 Bingomachi, Chuo-ku, Osaka 541 0051, Japan"
will@kentexmills.com,Booth no.:  6.1C27,,Upholstery Fabrics,(86) 0571 86277361,(86) 0571 86277360,Kentex Mills (Hangzhou),NO.31 HOU SHAN RD DU SHAN INDUSTRY AREA CHONG XIAN TOWN YU HANG DISTRIET HANG ZHOU CHINA
zhangjiajia@faradytextile.com,Booth no.:  4.1A59,,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",,  86 513 8253 4228,Nantong Farady Textile Ltd,"West Chuangang Town, Tongzhou, Nantong, Jiangsu 226314, China"
jijun@heritagehometextile.com,Booth no.:  4.1A13,,"Bedding & Towelling, Materials of bedding (fabrics, yarns etc), Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",(86) 513 8680 2064,(86) 513 8680 2064,Nantong Heritage Home Textiles Ltd,"West Chuangang Town, Tongzhou Nantong, Jiangsu 226314, China"
benny@honourtextile.com,Booth no.:  4.1B22,http://www.honourtextile.com,,,,Nantong Honours Hometex Co Ltd,"Bldg D, Tong Zhou Bay Industry Zonen, GanJiang Rd, NanTong, Jiangsu 226000, China"
marketing@libolon.com,Booth no.:  4.1C77,http://www.libolon.com,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",(886) 2 2100 2688,(886) 2 2100 1188,Li Peng Enterprise Co Ltd,"5F, No 162, Sung Chiang Rd, Taipei 10459, Taiwan, China"
andersonzhou@jindiantextile.com,Booth no.:  4.1C22,http://jindianhometextile.en.alibaba.com,,(86) 518 8511 7797,(86) 518 8511 7248,Lianyungang Jindian Textile Technology Co Ltd,"No 206 South Yuzhou Rd, Haizhou Development Zone, Lianyungang, Jiangsu 222000, China"
info@libeco.com,Booth no.:  4.1G26,http://www.libeco.com,"Bedding & Towelling, Materials of bedding (fabrics, yarns etc), Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Upholstery leather & Soft decoration, Sun Protection Systems & Accessories, Textile for smart home, Textile for Household Products, Wall covering products, Table & kitchen linens",(32) 51 486 041,(32) 51 488 921,Libeco-Lagae NV,"Tieltstraat 112, Meulebeke 8760, Belgium"
eric@maxlandhometex.com.tw,Booth no.:  4.1B72,http://www.maxlandhometex.com.tw,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",(886) 2 2541 9933,(886) 2 2542 2200,Maxland Home Textile Industrial Co Ltd,"5F, No 69, Sec 2, Nanjing E Rd, Taipei 10457, Taiwan, China"
katrinacai2016@163.com,Booth no.:  6.2C60,,Upholstery Fabrics,(86) 0573 88497288,(86) 0573 88497288,Megod Home Texile Co.Ltd,"North Area, Yunhe  DistrictDama "
vickysilks1@gmail.com,Booth no.:  4.1A41,http://www.kishansilkint.com,"Bedding & Towelling, Cushion, Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Sun Protection Systems & Accessories, Textile for smart home, Textile for Household Products, Wall covering products, Other home textile products, Textiles for hospitality industry",(91) 80 2226 0697,(91) 80 4147 2193,Kishan International,"No 14, 14/1, 14/2 Seshadri Rd, Bangalore 560009, India"
salina@tx.lianfa.cn,Booth no.:  4.1A11,,,(86) 513 8188 3193,(86) 513 8188 3191,Nantong Lianfa Tianxiang Printing & Dyeing Co Ltd,"No 98 Henglian Rd, Haian Town, Nantong, Jiangsu 226600, China"
dalian@dlgentleman.com,Booth no.:  3C88,http://www.dalianjsm.com,Accessories,(86) 0411 85303799,(86) 0411 85302734,"Dalian Gentleman  Textile Art Co.,Ltd","SongShu Town,WangFaDian City,LiaoNing Province,China."
winnieyan@met.com.cn,Booth no.:  3C28,http://www.met.com.cn,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",(86) 021 52177353,(86) 021 62395236,Met Group,"4fl.,Building No.2,Donghua Science Park,658 "
168@mfco.cn,Booth no.:  4.1H80,http://www.mfco.cn,Upholstery Fabrics,(86) 0512 52157517,(86) 0512 52157513,"Mf Co.,Ltd","No.5 JinLin Road Southeast Development Zone,"
40638728@qq.com,Booth no.:  3F87,http://www.hpsilk.com,Accessories,(86) 0411 85305687,(86) 0411 85302582,"Dalian Huapu Art-Textile Co.,Ltd","Jian Zhan Industry zoon ,SongShu Town,WaFangDian City"
jadeflytrimming@hotmail.com,Booth no.:  3C87,http://www.jadeflytrimming.cn,Accessories,(86) 0411 85302526,(86) 0411 85303302,"Dalian Jadebutterfly Art-Textile Co.,Ltd.",XIANGYANG WEI SONGSHU TOWN WAFANGDIAN CITY LIAONING PROVINCE
ant7789@naver.com,Booth no.:  4.1B27,http://designsum15.blog.me,"Other home textile products, Design Artwork, Testing & Certification",,  82 10 5204 0809,Design Sum,"No 311, 3F, Hongseong B/D, 38, Wangsimni-ro Seongdong-gu, Seoul Korea"
1248508815@qq.com,Booth no.:  3A26,http://www.ntsd168.com,"Wall covering products, Textile for Household Products, Wall covering products",(86) 0513 87561986,(86) 0513 87561986,"Nantong Zehnder Material Co., Ltd.","No. 68 Wanfu Road, stone town, Nantong"
dlxcfz@126.com,Booth no.:  3N08,http://www.dlxcfz.cn.alibaba.com,"Accessories, Home textile accessories (tassels, trimmings, zipper etc)",(86) 0411 85360707,(86) 0411 85360706,"Dalian Xincheng Textile Handicraft Co.,Ltd","Yushufang Village,Taiyang Town,Wafangdian City,"
xinfeng@texindex.com,Booth no.:  5.1K67,http://www.dlxinfeng.com,"Accessories, Home textile accessories (tassels, trimmings, zipper etc)",(86) 0411 85303048,(86) 0411 85303999,"Dalian Xinfeng Arts And Crafts Textile Co.,Ltd.,","SONGSHU, WAFANGDIAN, DALIAN, LIAONING PROVINCE"
l.larsen@larsenproduction.com,Booth no.:  4.1B08,http://www.danbedding.com,"Bedding & Towelling, Bedding products (bed linen, blanket, bedspread)",,  45 4077 7936,Dan Bedding ApS,"Rustrupvej 26A, Them 8653, Denmark"
kji1830@naver.com,Booth no.:  4.1J43,,"Bedding & Towelling, Cushion, Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Upholstery leather & Soft decoration, Textile for Household Products, Table & kitchen linens",  82 10 5056 1830,  82 70 8242 3616,Nuri Textile,"32 Munhwa-ro, Seo-gu, Daegu 41753, Korea"
rawappleindia@gmail.com,Booth no.:  4.1B12,,"Bedding & Towelling, Bedding products (bed linen, blanket, bedspread), Materials of bedding (fabrics, yarns etc), Cushion, Upholstery leather & Soft decoration, Textile for Household Products, Carpet & Rugs, Table & kitchen linens, Other home textile products, Machinery for Home Textile (Digital printing, sewing machine)",,  91 963 650 5040,Raw Apple,"D-186A, Bhragu Marg, Bani Park, Jaipur 302016, India"
1069101368@qq.com,Booth no.:  4.1B35,,"Other home textile products, Design Artwork, Testing & Certification",  86 513 8680 0926,  86 139 6978 2568,Designer Zhi Studio,"No 86 Wu Zhou Rd, Nantong, Jiangsu China"
yadatissu@vip.163.com,Booth no.:  5.1F28,http://www.yadafabrics.com,"Bedding & Towelling, Materials of bedding (fabrics, yarns etc), Cushion, Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Upholstery leather & Soft decoration, Wall covering products, Textile for Household Products, Wall covering products, Carpet & Rugs",  86 10 8431 3089,  86 10 8459 0489 / 86 130 0104 7468,Designers To Jia,"Bldg No 18-1, Dongfeng Art Zone, No A6 Tuofangying South Lane, Chaoyang District, Beijing 100016, China"
info@dhingraexport.in,Booth no.:  4.1A66,http://www.dhingaraexport.in,"Bedding & Towelling, Materials of bedding (fabrics, yarns etc), Terry & toweling products & bath mats, Cushion, Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Upholstery leather & Soft decoration, Wall covering products, Sun Protection Systems & Accessories, Textile for smart home, Textile for Household Products, Wall covering products, Carpet & Rugs, Table & kitchen linens, Other home textile products, Machinery for Home Textile (Digital printing, sewing machine)",,  91 180 265 2136,Dhingra Exports,"E-37, Behind Hali Park, Old Ind Area, Panipat, 132103, India"
2625380434@qq.com,Booth no.:  4.1J80,http://www.pucci168.com,Upholstery Fabrics,(86) 0754 88486860,(86) 0754 88486836,Pucci  Products Co.Ltd. Guangdong,"6/.f,Chengde Bldg, Tianshan Rd,Longhu District,Shantou"
sangwontex@naver.com,Booth no.:  4.1H46,http://www.sangwontex.co.kr,"Bedding & Towelling, Cushion, Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",(82) 53 591 8309,(82) 53 591 8300,Sangwon Textile Co Ltd,"23, Seongseo-Ro, 71 Gil, Daegu 42073, Korea"
toth.beatrix@naturtex.hu,Booth no.:  4.1F28,http://www.naturtex.hu,"Bedding & Towelling, Bedding products (bed linen, blanket, bedspread), Materials of bedding (fabrics, yarns etc), Terry & toweling products & bath mats, Other home textile products, Textiles for hospitality industry",(36)  6246 4005,(36)  30 655 7449,Naturtex Ltd,"Cserje sor 2, Szeged, Csongrad 6728, Hungary"
1161379187 @qq.com,Booth no.:  6.1J06,,Upholstery Fabrics,(86)  0571 86258616,(86)  0571 86258609,Nbone.Tex ,Hangzhou is near 650 flat at mei road 3 building 3 floor
542339286@qq.com,Booth no.:  3N09,,"Accessories, Home textile accessories (tassels, trimmings, zipper etc)",(86) 0415 4138887,(86) 0415 4131168,Dandong City In Liaoning Province Dandong Jinyi Silk Co.Ltd,Dandong city in liaoning province Yuanbao District Aimin street NO. 325
benny.zheng@davis-tex.com; danny.won@davis-tex.com,Booth no.:  5.2C92,,Upholstery Fabrics,,(86)  18221424796; 15825740518,"Davis Trading(Shanghai)Co.,Ltd","55 Tianlin east Rd. 20Floor, Suite A55"
